Normalized Token,Total Number of Occurences,Document Frequency,User Frequency
chicdelights8,2,2,2
chicagowomen4trump2020,2,2,2
chicagoarea,2,2,2
chiapas,2,2,1
chezvous,2,2,2
chewed,2,2,2
chevron,2,2,2
chessa222k,2,2,1
cheshire,2,2,2
chesapeake,2,1,1
cherrylezamapaz,2,2,1
cherokee,2,2,2
cherish,2,2,2
cherijacobus,2,2,2
chercheuses,2,2,2
chercher,2,2,2
cheqs,2,1,1
cheongdo,2,2,1
cheomitii,2,2,1
cheng,2,2,2
chemtrails,2,2,2
chemistry,2,2,2
chemaremes,2,2,1
chelygirl77,2,2,2
chelseabeach,2,2,1
chellemybelle4,2,2,1
cheknews,2,2,2
cheif,2,2,2
chegamos,2,2,2
chefsforspain,2,2,2
cheez,2,2,2
cheesy,2,2,2
checz,2,2,1
checkupcbc,2,2,2
chch,2,2,2
chboursin,2,2,2
chauvins,2,2,2
chauhan,2,2,2
chauffeur,2,2,2
chauffe,2,2,2
chatwithreekadobanks,2,2,1
chatham,2,2,2
chateau,2,2,2
chatbar,2,1,1
chastise,2,2,2
chasse,2,2,2
chaser,2,2,2
charro,2,1,1
charred,2,2,2
charluv2011,2,2,2
charlottenc2004,2,2,1
charlotte3003g,2,2,1
charlesppierce,2,2,1
charleshmcvety,2,2,2
chardes,2,2,2
charbrevolution,2,2,2
charbonneau,2,2,2
charanzova,2,2,1
charan,2,1,1
characterize,2,2,2
chapel,2,2,2
chanilkumarinc,2,2,1
changez,2,2,2
chancing,2,2,2
champselysées,2,2,2
chamoli,2,2,1
chamba,2,2,2
chamar,2,2,2
challyglem,2,2,2
challenges—just,2,2,2
challenged…,2,2,2
chalkprotest,2,2,2
chalking,2,1,1
chair🤔🤔🤔,2,2,2
chai,2,1,1
chaga,2,2,2
cgtnafrica,2,2,1
cgriwkowsky,2,2,2
cgraber78,2,1,1
cgenseq,2,2,2
cgc,2,2,2
cfulgham,2,2,2
cfra,2,2,2
cfls,2,2,2
cfifunded,2,2,2
cfibab,2,2,2
cfgwfreetogrowathome,2,2,2
cfgw,2,2,2
cfax1070,2,2,2
cettes,2,2,2
ceta,2,2,2
cestimportant,2,2,1
cesspoolnow,2,2,2
cesspit,2,2,2
cesser,2,2,2
cesarean,2,2,2
certo,2,2,2
certifying,2,2,2
certificat,2,2,1
certificado,2,2,2
certeza,2,1,1
cert,2,2,2
cerrahı,2,2,1
cero,2,2,1
cerebro,2,2,2
cerda,2,2,2
cercanía,2,2,2
cerbwill,2,2,2
cepi,2,2,2
cependant,2,2,2
cepascal,2,2,2
cepa,2,2,2
centurieslong,2,2,2
centrocim,2,2,2
centroamérica,2,2,2
centreville,2,2,2
centretown,2,2,2
centralizing,2,2,2
centralized,2,2,2
centraliza,2,2,2
centrale,2,2,2
centraidemtl,2,2,2
centavo,2,2,2
censura,2,2,1
cement,2,2,2
cema,2,2,2
celsius,2,1,1
cellule,2,2,2
celliot,2,2,2
cellesceux,2,2,2
celina,2,2,2
celebula,2,2,1
celebratory,2,2,2
ceitiquing,2,2,2
ceebeesheart💙,2,2,2
ceeaceccas,2,2,1
cecekat60,2,2,2
cebm,2,2,2
cdvictoria,2,2,1
cdp,2,1,1
cdo,2,2,2
cdnwaternetwork,2,2,2
cdntransportmin,2,2,2
cdnskydiva,2,2,2
cdnschoollibrar,2,2,2
cdnre,2,2,2
cdnoverdosecrisis,2,2,2
cdnnatsec,2,2,2
cdnfem,2,2,2
cdnelectwatch,2,2,1
cdncatechist,2,2,2
cdnagpartnership,2,2,1
cdnagheroes,2,2,2
cdn4trump,2,2,1
cdhealth,2,2,2
cdcwho,2,2,2
cdcitaly,2,2,2
cdcclassified,2,2,2
ccsnpoli,2,1,1
ccsacanada,2,2,2
ccrc,2,2,2
ccpterrorists,2,2,2
ccpchinajudgmentday,2,2,2
ccommunities,2,2,2
ccochranenwt,2,2,2
ccmb,2,1,1
ccm1956,2,2,2
cclarkauthor,2,2,1
ccl,2,1,1
ccicforum2020,2,2,2
ccheck,2,2,2
cccffcsge,2,2,2
ccccannabis,2,2,2
cbssunday,2,2,2
cbse,2,1,1
cbschicago,2,2,2
cbracken20111,2,2,1
cberrl,2,2,2
cbe,2,2,2
cbdc,2,2,2
cbcstephenquinn,2,2,2
cbcsports,2,2,1
cbcsask,2,2,2
cbcquirks,2,2,2
cbcontario,2,2,2
cbcnewsalerts,2,2,1
cbchamilton,2,2,2
cbcgopublic,2,2,2
cbcemma,2,2,2
cbccostofliving,2,2,2
cbccalgary,2,2,2
cbcadrianh,2,2,2
cbaimmigration,2,2,1
caylea87,2,2,2
cavabienaller🌈,2,2,2
cautioning,2,2,2
causent,2,2,2
causation,2,2,2
causando,2,2,2
causality,2,2,2
causados,2,2,2
catiecanhepc,2,2,2
cathyjfree,2,2,2
cathyheron,2,1,1
cathygraphics1,2,2,2
catholicchurch,2,2,1
cathnoakes,2,2,2
categorically,2,2,2
cate,2,2,2
catchy,2,2,2
catchphrase,2,1,1
catchment,2,2,2
catcher,2,2,2
catbin,2,2,2
catastrophically,2,2,2
catalonia,2,2,2
casymiroelpelon,2,2,1
castroladron,2,2,1
castrate,2,2,2
castleman,2,1,1
cassxf,2,2,1
cassidy,2,2,2
cassandra,2,2,2
casque,2,2,2
casperthemedic,2,2,1
cases⬇️27,2,2,2
cases…,2,2,2
cases—its,2,2,2
caseswhy,2,2,2
casennatravels,2,2,1
casella,2,2,2
cased,2,2,2
casaco,2,1,1
carynlieberman,2,2,2
carving,2,2,2
carves,2,2,2
cartridge,2,2,2
cartoncalderon,2,2,2
cartographié,2,2,2
carryminati,2,2,2
carrington,2,2,2
carr,2,2,2
carpenter,2,2,2
carpediemeire,2,2,1
carp,2,2,2
carouser,2,2,2
carousel,2,2,2
carolynlawrence,2,2,1
carolyngombell,2,2,2
carolynglobal,2,2,2
carolynbmaloney,2,2,2
carolyn83516214,2,2,2
carolmcgrath,2,2,1
carolleonnig,2,2,2
carolinerioux5,2,2,2
carolinelucas,2,2,2
carnegieesque,2,2,2
carmindabrendel,2,2,2
carmenyulincruz,2,2,2
carmelshachar,2,2,1
carmaker,2,2,2
carlytron,2,2,2
carlthechippy,2,2,2
carlsonjfohm,2,2,1
carlosdavidfoto,2,2,2
carlohandy,2,2,1
carlnienhuis,2,2,2
carlingview,2,2,2
carli,2,2,2
carlavizzotti,2,2,2
caringforthelowcountry,2,2,2
caringbc,2,2,1
carignan,2,2,2
caricature,2,2,2
cariboopoli,2,2,1
cariboo,2,1,1
caribe,2,2,2
care‼️the,2,2,2
carersuk,2,2,2
careerwiseca,2,2,2
careerdevelopment,2,2,1
carec,2,2,2
carebcpoli,2,2,2
cardiaques,2,2,2
carded,2,2,1
carbongate,2,2,2
carbombboom13,2,2,2
caravanas,2,2,2
caranddriver,2,2,2
caractérise,2,2,2
caractère,2,2,2
caquiste,2,2,2
caputo,2,1,1
captainsacks,2,2,2
captainresists,2,2,2
capres,2,2,1
capitulated,2,2,2
capitalise,2,2,2
capables,2,2,2
caos,2,2,2
can✌🏻💗,2,2,2
canzuknews,2,2,1
canyonsized,2,2,2
canvas,2,2,2
canusa,2,2,2
canuckplace,2,2,2
cantor,2,2,2
canterbury,2,2,2
cansoeurope,2,2,1
canpolevents,2,2,2
canoe,2,2,2
cannabiscommunity,2,2,2
canmd4422,2,2,1
canlit,2,2,2
canine,2,2,2
cangeo,2,2,2
canex,2,2,1
canembturkey,2,2,2
canelitastgo,2,2,1
canecon,2,2,2
candyass,2,2,2
candor,2,2,2
candlelit,2,2,2
candidly,2,2,2
candidacy,2,2,1
candicdebacad9,2,2,1
candians,2,2,2
candace,2,2,2
canciller,2,2,2
cancelations,2,2,2
canary,2,2,2
canales,2,2,2
canageseniors,2,2,2
canadianpatriots,2,2,2
canadianled,2,2,2
canadiangrocer,2,2,2
canadianglen,2,2,2
canadianborn,2,2,1
canadianblack,2,2,2
canadianarmy,2,2,2
canada🤦‍♀️,2,2,2
canada💯,2,2,2
canadausanorth,2,2,2
canadausa,2,2,1
canadaunsc,2,2,2
canadasummerjobprogram,2,2,2
canadasnfa,2,2,2
canadarj,2,2,2
canadaprotest,2,2,2
canadaposthelps,2,2,2
canadape,2,2,2
canadaottawas,2,2,2
canadaland,2,1,1
canadajust,2,2,2
canadaheal,2,2,2
canadagunclub,2,2,2
canadagirlnews,2,2,2
canadafreepress,2,2,2
canadafirst,2,2,2
canadaethiopia,2,2,2
canadabuster,2,2,2
canadabikes,2,2,2
canadaawaken,2,2,2
canada2020,2,2,2
camwoodsum,2,2,2
camus,2,2,2
camrclark,2,2,2
campión,2,2,1
campfire,2,2,2
campanha,2,2,2
campagnes,2,2,2
camostat,2,2,2
camino,2,2,2
camilo,2,2,2
camilee13,2,2,2
camila,2,2,2
camhedu,2,1,1
camerongraham,2,2,2
cameraman1961,2,2,2
cambridgeshire,2,1,1
cambió,2,2,2
cambios,2,2,2
camaraderie,2,2,2
camaracolombia,2,2,2
camaracl,2,2,1
calvitie,2,2,1
calvinmcdonald,2,2,1
calvert,2,2,2
calvaire,2,2,2
calsun,2,2,2
calqué,2,2,2
calmness,2,2,2
calmed,2,2,2
calltheelection,2,2,2
callousness,2,2,2
callofdutymodernwarfare,2,2,1
callin,2,2,2
callforcode,2,2,2
calirn619,2,2,2
calijeff1,2,2,1
californiadds,2,2,1
california9o9,2,2,2
caliconserv1,2,2,2
calibrated,2,2,2
calgarytransit,2,2,1
calgaryrugbydad,2,2,1
calgarymisfit,2,2,2
calgarycurrie,2,2,1
calgarycac,2,2,2
calgarian,2,2,2
calebbrewster11,2,2,2
caldwellfunds,2,2,1
calculator,2,2,2
calculaba,2,2,2
calacsottawa,2,2,1
cajones,2,2,2
caitlin,2,2,2
caisse,2,2,2
cailynnk,2,2,2
cafethorium,2,2,2
cadthacmts,2,2,2
cadence,2,2,2
cadena,2,2,2
cadeaux,2,2,2
caddyshack0,2,2,2
cachent,2,2,2
cache,2,2,2
cabrtoronto,2,2,2
caarprnow,2,2,2
ca991,2,2,2
c7,2,2,2
c4cc,2,2,2
c40,2,2,2
c360,2,2,2
c10,2,2,2
bürger,2,2,2
búsqueda,2,2,2
bérubé,2,1,1
bénévole,2,2,2
bénévolat,2,2,2
bélgica,2,2,2
bärarmar,2,1,1
bâtonnets,2,2,2
bâtisseurs😱,2,2,2
básica,2,2,2
bytstrateginu,2,2,1
byterryjones,2,1,1
bypassing,2,2,2
byedon2020,2,2,2
bychinese,2,2,1
buzzfeednews,2,2,2
buzzed,2,2,2
buyingppe,2,2,2
but🇺🇸wont,2,2,2
butyou,2,2,2
butternut,2,2,2
butterflycsw,2,2,2
butterfly,2,2,2
butfirstcoffee,2,2,1
busyburn,2,2,2
bustling,2,2,2
businessduring,2,2,2
busines,2,2,2
buscando,2,2,2
bursting,2,2,2
burr,2,2,2
burn⁉️,2,2,2
burnedkilled,2,2,2
burnabynh,2,2,2
burna,2,2,2
burfootphilip,2,2,1
bureaucratie,2,2,2
bunter,2,1,1
bunlara,2,2,1
bunkertrump,2,2,2
bunkered,2,2,2
bunkerboydonnie,2,2,2
bunda,2,2,2
bumped,2,2,2
bumblefuck,2,2,2
bullycoward,2,2,2
bullshitter,2,2,2
bullhorn📢,2,2,2
bullhorn,2,2,2
buller,2,2,2
bulamabukarti,2,2,2
builtin,2,2,2
buildingcommunity,2,2,2
buildingbackbetter,2,2,1
buildbackgreener,2,2,2
buh,2,2,2
bughti,2,1,1
bugger,2,2,2
buford,2,2,2
buffett,2,2,2
buenas,2,2,2
budging,2,2,2
budgeteconomy,2,2,1
buddying,2,2,2
buddycarter,2,2,2
buddha,2,2,2
budcooper3,2,2,2
buckling,2,2,2
bubonic,2,2,2
bubbygrl,2,2,2
bubbleboy,2,2,1
bubbasranch,2,2,2
btl,2,2,2
btaplatt,2,2,2
bsteve515,2,2,2
brûle,2,2,2
bryan,2,2,2
bruyère,2,1,1
bruyerecare,2,2,2
brutos,2,2,1
brutalizing,2,2,2
brutale,2,2,1
brut,2,2,2
brussoni,2,2,2
brunswicker,2,2,2
brune,2,2,2
bruit,2,2,2
brucepower,2,2,2
brucegrey,2,2,1
brownstein,2,2,2
brownshirt,2,2,2
broutant,2,2,1
broussel10,2,2,1
brossard,2,2,2
brood,2,2,1
bronchiolitis,2,2,2
bron,2,2,1
broma,2,2,2
brody,2,2,2
brockville,2,2,2
broadacres,2,1,1
brkich,2,2,2
brittmari,2,2,2
britney,2,2,2
britishvogue,2,2,2
britanniques,2,2,2
brise,2,2,2
brining,2,2,2
bringbacktrumprallies,2,2,2
bringbackmainstreet,2,2,2
brindó,2,2,2
brindamour,2,2,2
brimus,2,2,2
brilliance,2,2,2
brill,2,2,2
brightpath,2,1,1
brightkolleen,2,2,1
bright8694,2,2,2
brig,2,2,2
brienneofsnark,2,2,2
briefingcovid19,2,2,2
bridgehead,2,2,1
bricolés,2,2,2
bricksandmortar,2,2,2
brickor,2,1,1
brickandmortar,2,2,2
briar,2,2,1
briankarem,2,2,2
brexitlondon,2,2,2
brewed,2,2,2
brettforester,2,2,1
brettdrc,2,2,2
breonnataylors,2,2,2
brengen,2,2,1
brendalockebc,2,2,1
bremmer,2,2,2
brehm,2,2,2
breezer,2,1,1
breathlessness,2,2,2
breastcancer,2,2,2
breakinghere,2,2,2
breakfastcanada,2,1,1
breakenridge,2,2,2
brawl,2,2,2
brasser,2,2,2
brasileira,2,2,2
brantfords,2,2,2
brandyzadrozny,2,2,2
brandonedugt,2,2,2
brandon44718058,2,2,2
brandish,2,2,2
branding,2,2,2
branchezvous,2,2,2
branche,2,1,1
bramptonians,2,2,2
bramptoncares,2,2,2
brainrot,2,2,2
brainkess,2,2,2
braininjuryawarenessmonth,2,2,2
brainer,2,2,2
brained,2,2,2
bradtonoff,2,2,1
bradleyvis,2,2,2
bradfordwhite15,2,2,2
bradfordwest,2,2,1
bradcutrellmd,2,2,2
bqwchc,2,1,1
bpnevada,2,2,2
boîte,2,2,2
boygeorge,2,1,1
boyfriend,2,2,2
boycottmadeinchina,2,2,2
boycottfoxnewsadvertisers,2,2,2
boxunlocked,2,2,1
boxer,2,2,2
boxed,2,2,2
boxe,2,2,2
bowyer,2,2,2
bowtie,2,1,1
bowness,2,2,2
bowkerjohn,2,2,2
bower,2,2,1
bowen,2,2,2
bowed,2,2,2
bournemouth,2,2,2
bourgeois,2,2,2
bouquet,2,2,2
bounceback,2,2,2
boulware,2,2,2
boulet,2,2,2
bougie,2,2,2
bouattia,2,2,2
bottomup,2,2,2
bottoming,2,2,2
bottomed,2,2,2
bottled,2,2,2
botoxonthego,2,2,2
botchedraid,2,2,2
botanical,2,2,2
boswell,2,1,1
bostonprotest,2,2,2
bosnian,2,2,2
borra,2,2,2
borishasfaileduk,2,2,2
border…,2,2,2
borderline,2,2,2
bordered,2,2,2
borden,2,2,2
booty,2,2,2
bootcamp,2,2,1
booster,2,2,2
boon,2,2,2
booktv,2,2,1
bookshelf,2,2,2
bookmarking,2,2,2
bookmarked,2,2,2
boog,2,2,2
booboostewart,2,2,2
boob,2,2,2
bonnielcarter,2,2,2
bonniehenryclub,2,2,2
bonnee,2,2,2
bonifié,2,2,2
bonheur,2,2,2
bondys,2,2,2
bondit,2,2,2
bondi,2,2,2
bonbon,2,2,2
bonanza,2,2,2
bonafide,2,2,2
bombshellradio,2,1,1
bomber,2,2,2
bombed,2,2,2
bombastic,2,2,2
bombast,2,2,1
bolívar,2,2,2
bolsas,2,2,2
bolsanaro,2,2,2
bollywoodmonster,2,2,2
bollock,2,2,2
bolivariana,2,2,2
boldfaced,2,2,2
bojí,2,2,1
boitano,2,1,1
boisvert,2,2,1
boissinot,2,2,2
boilerplate,2,2,2
boghuma,2,2,2
boggio,2,1,1
boetes,2,2,2
boer,2,2,2
bodyguard,2,2,2
bock,2,1,1
bocesrn,2,2,2
boca,2,2,2
bobsaroya,2,2,2
bobheaslip,2,1,1
bobdavis187,2,2,1
bobbyhozzins,2,2,2
bobbycr48838634,2,2,2
bobbrentto,2,2,1
bobbratina,2,2,2
bobanddoug,2,2,2
boardbizseries,2,2,2
boa,2,2,2
bnw,2,2,1
bmjeducation,2,2,2
bmi,2,2,2
bmccodeovets125,2,2,1
blush,2,2,2
blursday,2,2,2
blurrrrdog,2,2,1
blurred,2,2,2
blurg5,2,2,2
blunting,2,2,2
blundered,2,2,2
bluewave,2,2,2
bluerodeo,2,2,2
bluemountain64,2,2,2
bluelivesmatter,2,2,2
bluejays,2,2,2
bluebordercoll1,2,2,1
blst1,2,2,1
bloviating,2,2,2
bloqués,2,2,2
bloqué,2,2,2
blood🩸at,2,2,2
bloodsucking,2,2,2
bloodsucker,2,2,2
bloodbath,2,2,2
blondjewels,2,2,2
bloke,2,2,2
blogue,2,2,2
blogdojefferson,2,2,1
blogclick,2,2,2
blockbuster,2,2,2
blockading,2,2,2
block3e,2,2,2
blmyyc,2,2,2
blmuk,2,2,2
blmto,2,2,2
blmprotests,2,2,2
blmchi,2,2,2
blmbelgium,2,2,2
blksantax,2,2,1
blk,2,1,1
blistering,2,2,2
blinking,2,2,2
blinker,2,2,2
bling,2,2,1
blindfold,2,2,2
blimey,2,2,2
blijven,2,2,2
blight,2,2,2
bliars,2,2,2
bleue,2,2,2
blennerhassett,2,2,1
bleibtzuhause,2,2,2
bleibt,2,2,1
bleed,2,2,2
bleached,2,2,2
ble,2,2,2
bldgs,2,2,2
blavicon,2,1,1
blasting,2,2,2
blankbmusic,2,2,1
bland,2,2,2
blancos,2,2,2
blanco,2,2,2
blanchett,2,2,2
blanca,2,2,2
blame🇺🇸police,2,2,1
blame—,2,2,2
blakelivesmatter,2,2,2
blakehounshell,2,2,2
blakclivesmatter,2,2,2
bladder,2,2,2
blacstronaut,2,2,1
blackworkersmatter,2,2,2
blacksupremacist,2,2,2
blacksheep,2,2,2
blackprotesters,2,2,2
blackoutday,2,2,2
blackness,2,2,2
blackmarketing,2,2,1
blacklivesmatterwr,2,2,2
blacklivesmattertx,2,2,2
blacklivesmatteraustralia,2,2,2
blacklisted,2,2,2
blacklikewho,2,2,2
blackhealth,2,2,2
blackfacetrudeaumustgo,2,2,2
blackfacetrudea,2,2,2
blackfacematters,2,2,2
blacker,2,2,2
blackcpatriot,2,2,2
blackbirdersweek,2,2,2
blackbear359129,2,2,2
bkives,2,2,2
bjsurgery,2,2,2
bjpbiplab,2,2,1
bjornkhaugland,2,2,2
bizpacreview,2,2,2
bizcouncilofcan,2,2,2
bititendai,2,2,2
biting,2,2,2
bitched,2,2,2
bisou,2,1,1
bison,2,2,2
bishesbrew,2,2,2
biscuit,2,2,2
biryani,2,2,2
birthplace,2,2,2
birthed,2,2,2
birthdayforbreonna,2,2,2
birks,2,2,1
birenbaum,2,1,1
birdwatching,2,2,2
birdingphotography,2,2,2
birdiebent,2,2,2
biosolutions,2,2,2
biomolecular,2,2,2
biomodulin,2,2,2
biomedical,2,2,2
biologics,2,2,2
bioethicists,2,2,2
biodome,2,1,1
biocubafarma,2,2,2
binsherajee,2,2,1
bing,2,2,1
bimbo,2,2,2
bilson,2,1,1
billyjoyce1976,2,2,2
billyjack2016,2,2,2
billybostickson,2,2,2
billyarmagh,2,2,2
billtrudeau,2,2,2
billpay,2,2,1
billmckibben,2,2,2
billmccreery,2,2,2
billionsmillions,2,2,2
billionairefunded,2,2,2
billhanage,2,2,2
billgatesbioterrorist,2,2,2
billc3,2,2,2
billbharo,2,2,1
bill5250,2,2,1
bill10,2,2,2
bill1,2,2,2
biko,2,2,2
bikewrx,2,2,2
biked,2,2,2
bikeathons,2,2,2
bikeable,2,2,2
bigtinybird,2,2,2
bigredfitness,2,2,2
bigpicguy,2,2,1
bigleaguepol,2,2,2
bigleague,2,2,2
bigbird,2,2,1
bienfaits,2,2,2
bienestar,2,2,1
biedt,2,2,1
bidonnées,2,2,2
biding,2,2,2
bidenthe,2,2,2
bidenforpresident2020,2,2,2
bidenbelying,2,2,2
biblebeltdarlin,2,2,2
bibi,2,2,2
bibapodcast,2,2,2
biannagolodryga,2,2,2
biancho,2,2,2
biancakabibi,2,2,1
biais,2,2,2
bia18389731,2,2,1
bhutilakarpoche,2,2,1
bhul,2,2,1
bhuj,2,2,2
bhla,2,1,1
bhavikakapoor5,2,2,2
bhave,2,2,2
bhatt,2,2,2
bharatbillpay,2,2,1
bhaiya,2,2,2
bhagwatgeeta,2,1,1
bhagwan,2,2,2
bgmea,2,1,1
bgccan,2,2,2
bga,2,2,2
bft,2,2,2
bf,2,2,2
bezoekers,2,2,2
bezig,2,2,2
beyonddowntown,2,2,2
beyoncé,2,2,2
beyaglu,2,2,2
bewust,2,2,2
bewoner,2,2,2
bewijs,2,1,1
bevy,2,2,2
beverlyhillspd,2,2,1
beurreetargentdubeurre,2,2,2
betweendrtedros,2,2,2
bettycrodri,2,2,1
better👇🏽,2,2,2
bettertogetherthp,2,2,2
bettercart,2,2,2
betsyfluellen,2,2,1
bethswindell16,2,2,2
bethfratesmd,2,2,2
bethechange4justice,2,2,2
bethanyallenebr,2,2,2
betapolítico,2,2,1
betacuck4lyfe,2,2,1
betaal,2,2,2
bestuur,2,1,1
bestrong,2,2,1
bestrijden,2,2,2
bestfriends,2,2,2
bestcanadianpmever,2,2,2
besos,2,1,1
besmet,2,1,1
besmartbesafe,2,2,1
besieged,2,2,2
berwick,2,2,2
bertrandmaxime9,2,2,2
bertarcher,2,2,2
beroep,2,2,2
bernstein,2,2,2
bernies,2,2,2
bernie2020,2,2,2
bernardo,2,2,2
bernardkerik,2,2,2
bernadettentf,2,2,2
berkshire,2,2,2
bergeonline,2,2,1
bergame,2,2,2
berensons,2,2,2
bereits,2,2,1
berated,2,2,2
beproud,2,2,1
benphilliskirk,2,2,1
bennyjohnson,2,2,2
benkaneauthor,2,2,1
benjaminpdixon,2,2,2
bengio,2,2,2
benghaziaintgoingaway,2,2,2
bendiga,2,2,2
bencowling88,2,2,2
benazirbhutto,2,2,1
bellwoodstock,2,2,2
belligerent,2,2,2
belleville,2,2,2
bellatormma,2,2,2
belislepipon,2,2,1
believe—after,2,2,2
believephq,2,2,2
believ,2,2,2
belfasthourni,2,2,2
beleive,2,2,2
beleid,2,2,2
belediyesinin,2,1,1
belangerjf,2,2,2
bel,2,2,2
bekämpfen,2,1,1
bekindtoallkinds,2,2,2
beingwarden,2,2,2
beim,2,2,2
beijingpalmer,2,2,2
behållare,2,1,1
behold,2,2,2
beheading,2,2,2
behaviouralscience,2,2,2
behandlingar,2,1,1
behalve,2,2,2
begrudge,2,2,2
beginwe,2,2,2
beginningwe,2,2,2
beginner,2,2,1
beggarthyneighbor,2,1,1
beget,2,2,2
begegnet,2,2,2
began—heres,2,2,2
befuddled,2,2,2
beforeafter,2,2,2
beetlejuice,2,2,2
beep,2,2,2
beefyfarmer,2,2,1
beefing,2,2,2
bedridden,2,2,2
bedeutet,2,2,2
bedding,2,2,2
bedbugdoral,2,2,2
becuz,2,2,2
becsue,2,2,2
becoz,2,2,2
becomewe,2,2,2
beckyexploring,2,2,1
beccablogs360,2,2,1
becausesafety,2,2,2
beaver,2,2,2
beaudoincharlie,2,2,2
beaty,2,2,2
beatty,2,2,2
beattractive,2,2,1
beatthevirus,2,2,2
beatrizgmuller,2,2,1
beassured,2,2,1
beardgate,2,2,2
beam,2,2,2
beadonor,2,2,2
beach🥴,2,2,2
beachpretzel2,2,2,2
beachlife,2,1,1
beachday,2,2,2
bdutt,2,2,2
bdp,2,2,1
bdccas,2,2,2
bday,2,2,2
bcz,2,2,2
bcwomenshosp,2,2,2
bcwildfire,2,2,2
bcshaffer,2,2,2
bcseniorsliving,2,2,1
bcprovcourt,2,2,2
bcplace,2,2,2
bcool333,2,2,2
bcnwt,2,2,2
bcnewcomercamp,2,2,2
bcmc,2,2,2
bcm,2,1,1
bclibs,2,2,1
bclc,2,2,2
bchydro,2,2,2
bchc,2,2,1
bcfipa,2,2,1
bcferries,2,2,2
bcells,2,2,1
bccrns,2,2,1
bccpac,2,2,2
bcchildrenshosp,2,2,2
bccdas,2,2,2
bccancerfdn,2,2,2
bcc4pc,2,2,1
bcbased,2,2,2
bblock29,2,2,2
bbcworldservice,2,2,1
bbcwildlifepotd,2,2,2
bbcw1a,2,1,1
bbcurdu,2,2,2
bbcspringwatch,2,2,2
bbcsport,2,2,2
bbcs,2,2,2
bbcjohnbeattie,2,2,2
bbcfileon4,2,2,2
bağlantılı,2,1,1
baño,2,2,2
bazecraze,2,2,2
baying,2,2,2
baycorner,2,2,1
baxter,2,2,2
bautista,2,1,1
baudet,2,2,1
bauchi10,2,2,2
battyany,2,2,2
batter,2,2,2
batte,2,2,2
bathing,2,2,2
batalha,2,2,1
bataiye,2,2,2
bataan,2,2,2
basit,2,2,2
basij,2,2,2
bashir,2,2,1
bashar,2,2,2
basgoz,2,2,2
baselessly,2,2,2
baseballfan4204,2,2,1
bartiromo,2,2,2
barrysh62000603,2,2,2
barrygardiner,2,2,2
barrydavis,2,2,1
barron,2,2,2
barrio,2,2,2
barrhavenguy,2,2,2
barngal101,2,2,1
barking,2,2,2
barkhatrehan16,2,2,1
bark,2,2,2
baristas,2,2,2
baristadaily,2,2,1
barefaced,2,2,2
barda,2,2,2
barbjustason,2,2,2
barbaritarucuru,2,2,1
barbarabitar,2,2,1
barackobabma,2,2,2
bapuji,2,2,1
bape,2,2,2
banyulin,2,2,2
banter,2,2,2
bannissez,2,2,2
bankster,2,2,2
bankspatriot,2,2,2
bankovkami,2,2,1
banishment,2,2,2
banhuawei,2,2,2
bangobilly,2,2,2
bangla,2,2,2
bangkok,2,2,2
banfield,2,2,2
bandyxlee1,2,2,2
bandreescu,2,2,1
bandnentx2,2,2,1
bandar,2,2,1
bancos,2,2,2
bancomundial,2,2,2
bananashaysh,2,2,1
bampri,2,2,2
bamboo,2,2,2
bam,2,2,2
balzac,2,1,1
baluecat,2,2,1
baluchistan,2,2,2
balticbubble,2,2,1
balm,2,2,2
ballpark,2,2,2
ballotting,2,2,2
balled,2,2,2
balle,2,2,2
ballcaps,2,2,2
balla,2,2,2
balked,2,2,2
bali,2,2,2
baldé,2,2,2
baldwin31,2,2,2
baldrey,2,2,2
balayage,2,2,2
bakırköy,2,2,1
bakım,2,2,2
bakery,2,2,2
baju,2,2,2
baji,2,1,1
baiters,2,2,2
baited,2,2,2
bains,2,2,2
bail—during,2,2,2
baig,2,2,2
bahreïn,2,2,2
bahrain,2,2,2
bahnhöfen,2,2,1
bahar,2,2,2
bahamas,2,2,2
bahahhahahahhaha,2,2,2
bahahahhahahahha,2,2,2
bague,2,1,1
bagh,2,2,2
baggage,2,2,2
bafoussam,2,1,1
bae,2,1,1
bad—is,2,2,2
badweatherpreventing,2,2,2
badportraits,2,2,2
baddcompani,2,2,2
badass,2,2,2
backtobacktoback,2,2,2
backthe,2,2,2
backseat,2,2,2
backpack,2,2,2
backbitingly,2,2,2
backbencher,2,2,2
backandforth,2,2,2
babysitting,2,2,2
babygatetrump,2,2,2
babyfoodaction,2,2,2
babyboomers,2,2,2
babol,2,2,2
babetrayal,2,2,1
babble,2,2,2
baazigar,2,1,1
baat,2,2,2
baaack,2,2,2
až,2,2,1
ağır,2,2,1
aérosol,2,2,1
aéronautique,2,2,1
aérea,2,2,2
ação,2,2,2
azzkickingpatriotsmaga,2,2,2
azure,2,1,1
azt,2,2,2
azgop,2,2,1
azem,2,2,1
azar,2,2,2
ayude,2,2,2
ayudan,2,2,2
aytu,2,1,1
ayodhya,2,2,1
aynrandpaulryan,2,2,2
ayjchan,2,2,2
axée,2,2,2
axschat,2,2,2
awww,2,2,2
awsurgenor,2,2,2
aws,2,2,2
awelab1956,2,2,2
awaythis,2,2,2
aways,2,2,2
awam,2,2,2
avérés,2,2,2
avère,2,2,2
avoidence,2,2,2
